1,1,3,1,1,1,1
2,1,5,1,1,1,1
3,1,247,1,1,1,1
4,2,3,1,1,2,1
5,2,6,1,1,2,1
6,2,8,1,1,2,1
7,3,1,1,1,3,1
8,3,4,1,1,3,1
9,3,7,1,1,3,1
10,3,18,1,1,3,1
11,3,129,1,1,3,1
12,3,249,1,1,3,1
13,4,3,1,1,4,1
14,4,16,1,1,4,1
15,5,1,1,1,5,1
16,6,2,1,1,6,1
17,6,7,1,1,6,1
18,7,3,1,1,7,1
19,7,5,1,1,7,1
20,7,6,1,1,7,1
21,7,12,1,1,7,1
22,7,110,1,1,7,1
23,8,2,1,1,8,1
24,8,11,1,1,8,1
25,9,5,1,1,9,1
26,9,11,1,1,9,1
27,10,11,1,1,10,1
28,10,12,1,1,10,1
29,11,8,1,1,11,1
30,11,9,1,1,11,1
31,11,10,1,1,11,1
32,11,13,1,1,11,1
33,12,7,1,1,12,1
34,12,10,1,1,12,1
35,12,20,1,1,12,1
36,12,251,1,1,12,1
37,13,11,1,1,13,1
38,14,15,1,1,14,1
39,15,14,1,1,15,1
40,15,16,1,1,15,1
41,15,31,1,1,15,1
42,15,74,1,1,15,1
43,15,75,1,1,15,1
44,16,4,1,1,16,1
45,16,15,1,1,16,1
46,16,36,1,1,16,1
47,17,15,1,1,17,1
48,17,252,1,1,17,1
49,18,3,1,1,18,1
50,18,20,1,1,18,1
51,18,72,1,1,18,1
52,19,13,1,1,19,1
53,19,20,1,1,19,1
54,19,21,1,1,19,1
55,19,26,1,1,19,1
56,20,12,1,1,20,1
57,20,18,1,1,20,1
58,20,19,1,1,20,1
59,20,23,1,1,20,1
60,21,19,1,1,21,1
61,22,21,1,1,22,1
62,22,23,1,1,22,1
63,22,24,1,1,22,1
64,22,253,1,1,22,1
65,23,20,1,1,23,1
66,23,22,1,1,23,1
67,23,231,1,1,23,1
68,23,254,1,1,23,1
69,24,25,1,1,24,1
70,25,24,1,1,25,1
71,25,26,1,1,25,1
72,26,19,1,1,26,1
73,26,25,1,1,26,1
74,27,32,1,1,27,1
75,27,34,1,1,27,1
76,27,35,1,1,27,1
77,28,27,1,1,28,1
78,28,36,1,1,28,1
79,29,30,1,1,29,1
80,29,60,1,1,29,1
81,29,63,1,1,29,1
82,29,64,1,1,29,1
83,30,29,1,1,30,1
84,30,73,1,1,30,1
85,31,15,1,1,31,1
86,31,32,1,1,31,1
87,31,34,1,1,31,1
88,31,35,1,1,31,1
89,31,43,1,1,31,1
90,31,74,1,1,31,1
91,31,75,1,1,31,1
92,32,27,1,1,32,1
93,32,31,1,1,32,1
94,32,37,1,1,32,1
95,33,255,1,1,33,1
96,34,31,1,1,34,1
97,35,31,1,1,35,1
98,35,32,1,1,35,1
99,35,36,1,1,35,1
100,35,43,1,1,35,1
101,35,44,1,1,35,1
102,36,16,1,1,36,1
103,36,28,1,1,36,1
104,36,33,1,1,36,1
105,36,35,1,1,36,1
106,36,40,1,1,36,1
107,37,32,1,1,37,1
108,37,38,1,1,37,1
109,37,42,1,1,37,1
110,37,46,1,1,37,1
111,38,37,1,1,38,1
112,38,41,1,1,38,1
113,38,47,1,1,38,1
114,38,256,1,1,38,1
115,39,38,1,1,39,1
116,39,40,1,1,39,1
117,39,62,1,1,39,1
