1,1,1,1,2,1,1
2,2,2,1,2,2,1
3,3,3,1,2,3,1
4,4,4,1,2,4,0
5,5,5,1,2,5,0
6,6,6,1,2,6,0
7,7,7,1,2,7,0
8,8,8,1,2,8,0
9,9,9,1,2,9,0
10,10,10,1,2,10,0
11,11,11,1,2,11,1
12,12,12,1,2,12,0
13,13,13,1,2,13,0
14,14,14,1,2,14,0
15,15,15,1,2,15,1
16,16,16,1,2,16,0
17,17,17,1,2,17,0
18,18,18,1,2,18,0
19,19,19,1,2,19,0
20,20,20,1,2,20,0
21,21,21,1,2,21,1
22,22,22,1,2,22,0
23,23,23,1,2,23,1
24,24,24,1,2,24,0
25,25,25,1,2,25,1
26,26,26,1,2,26,0
27,27,27,1,2,27,1
28,28,28,1,2,28,0
29,29,29,1,2,29,0
30,30,30,1,2,30,1
31,31,31,1,2,31,0
32,32,32,1,2,32,0
33,33,33,1,2,33,1
34,34,34,1,2,34,0
35,35,35,1,2,35,0
36,36,36,1,2,36,0
37,37,37,1,2,37,1
38,38,38,1,2,38,1
39,39,39,1,2,39,0
40,40,40,1,2,40,0
41,41,41,1,2,41,1
42,42,42,1,2,42,0
43,43,43,1,2,43,1
44,44,44,1,2,44,0
45,45,45,1,2,45,0
46,46,46,1,2,46,0
47,47,47,1,2,47,0
48,48,48,1,2,48,1
49,49,49,1,2,49,1
50,50,50,1,2,50,0
51,51,51,1,2,51,0
52,52,52,1,2,52,0
53,53,53,1,2,53,1
54,54,54,1,2,54,1
55,55,55,1,2,55,0
56,56,56,1,2,56,0
57,57,57,1,2,57,0
58,58,58,1,2,58,0
59,59,59,1,2,59,0
60,60,60,1,2,60,0
61,61,61,1,2,61,0
62,62,62,1,2,62,0
63,63,63,1,2,63,0
64,64,64,1,2,64,1
65,65,65,1,2,65,0
66,66,66,1,2,66,0
67,67,67,1,2,67,0
68,68,68,1,2,68,1
69,69,69,1,2,69,1
70,70,70,1,2,70,0
71,71,71,1,2,71,1
72,72,72,1,2,72,0
73,73,73,1,2,73,0
74,74,74,1,2,74,0
75,75,75,1,2,75,0
76,76,76,1,2,76,0
77,77,77,1,2,77,0
78,78,78,1,2,78,0
79,79,79,1,2,79,1
80,80,80,1,2,80,1
81,81,81,1,2,81,0
82,82,82,1,2,82,0
83,83,83,1,2,83,0
84,84,84,1,2,84,0
85,85,85,1,2,85,0
86,86,86,1,2,86,1
87,87,87,1,2,87,0
88,88,88,1,2,88,1
89,89,89,1,2,89,0
90,90,90,1,2,90,0
91,91,91,1,2,91,0
92,92,92,1,2,92,0
93,93,93,1,2,93,1
94,94,94,1,2,94,0
95,95,95,1,2,95,0
96,96,96,1,2,96,1
97,97,97,1,2,97,0
98,98,98,1,2,98,1
99,99,99,1,2,99,1
100,100,100,1,2,100,0
101,101,101,1,2,101,1
102,102,102,1,2,102,0
103,103,103,1,2,103,0
104,104,104,1,2,104,0
105,105,105,1,2,105,0
106,106,106,1,2,106,0
107,107,107,1,2,107,0
108,108,108,1,2,108,0
109,109,109,1,2,109,1
110,110,110,1,2,110,0
111,111,111,1,2,111,1
112,112,112,1,2,112,1
113,113,113,1,2,113,1
114,114,114,1,2,114,0
115,115,115,1,2,115,0
116,116,116,1,2,116,1
117,117,117,1,2,117,0
118,118,118,1,2,118,1
119,119,119,1,2,119,0
120,120,120,1,2,120,0
121,121,121,1,2,121,0
122,122,122,1,2,122,1
123,123,123,1,2,123,0
124,124,124,1,2,124,0
125,125,125,1,2,125,1
126,126,126,1,2,126,0
127,127,127,1,2,127,0
128,128,128,1,2,128,0
129,129,129,1,2,129,0
130,130,130,1,2,130,0
131,131,131,1,2,131,0
132,132,132,1,2,132,1
133,133,133,1,2,133,0
134,134,134,1,2,134,0
135,135,135,1,2,135,1
136,136,136,1,2,136,0
137,137,137,1,2,137,0
138,138,138,1,2,138,0
139,139,139,1,2,139,1
140,140,140,1,2,140,0
141,141,141,1,2,141,1
142,142,142,1,2,142,0
143,143,143,1,2,143,0
144,144,144,1,2,144,0
145,145,145,1,2,145,0
146,146,146,1,2,146,0
147,147,147,1,2,147,0
148,148,148,1,2,148,0
149,149,149,1,2,149,0
150,150,150,1,2,150,0
151,151,151,1,2,151,0
152,152,152,1,2,152,1
153,153,153,1,2,153,0
154,154,154,1,2,154,0
155,155,155,1,2,155,0
156,156,156,1,2,156,0
157,157,157,1,2,157,1
158,158,158,1,2,158,0
159,159,159,1,2,159,0
160,160,160,1,2,160,1
161,161,161,1,2,161,0
162,162,162,1,2,162,0
163,163,163,1,2,163,0
164,164,164,1,2,164,1
165,165,165,1,2,165,0
166,166,166,1,2,166,0
167,167,167,1,2,167,0
168,168,168,1,2,168,0
169,169,169,1,2,169,0
170,170,170,1,2,170,0
171,171,171,1,2,171,1
172,172,172,1,2,172,0
173,173,173,1,2,173,0
174,174,174,1,2,174,0
175,175,175,1,2,175,0
176,176,176,1,2,176,0
177,177,177,1,2,177,0
178,178,178,1,2,178,0
179,179,179,1,2,179,0
180,180,180,1,2,180,0
181,181,181,1,2,181,0
182,182,182,1,2,182,0
183,183,183,1,2,183,1
184,184,184,1,2,184,0
185,185,185,1,2,185,0
186,186,186,1,2,186,0
187,187,187,1,2,187,1
188,188,188,1,2,188,1
189,189,189,1,2,189,1
190,190,190,1,2,190,1
191,191,191,1,2,191,0
192,192,192,1,2,192,0
193,193,193,1,2,193,1
194,194,194,1,2,194,0
195,195,195,1,2,195,0
196,196,196,1,2,196,1
197,197,197,1,2,197,0
198,198,198,1,2,198,0
199,199,199,1,2,199,0
200,200,200,1,2,200,0
201,201,201,1,2,201,0
202,202,202,1,2,202,1
203,203,203,1,2,203,0
204,204,204,1,2,204,0
205,205,205,1,2,205,0
206,206,206,1,2,206,0
207,207,207,1,2,207,0
208,208,208,1,2,208,0
209,209,209,1,2,209,1
210,210,210,1,2,210,1
211,211,211,1,2,211,0
212,212,212,1,2,212,1
213,213,213,1,2,213,0
214,214,214,1,2,214,0
215,215,215,1,2,215,1
216,216,216,1,2,216,1
