1,1,3,1,1,1,1
2,1,5,1,1,1,1
3,1,247,1,1,1,1
4,2,3,1,1,2,1
5,2,6,1,1,2,1
6,2,8,1,1,2,1
7,3,1,1,1,3,1
8,3,4,1,1,3,1
9,3,7,1,1,3,1
10,3,18,1,1,3,1
11,3,129,1,1,3,1
12,3,249,1,1,3,1
13,4,3,1,1,4,1
14,4,16,1,1,4,1
15,5,1,1,1,5,1
16,6,7,1,1,6,1
17,7,3,1,1,7,1
18,7,5,1,1,7,1
19,7,12,1,1,7,1
20,7,110,1,1,7,1
21,8,2,1,1,8,1
22,8,11,1,1,8,1
23,9,5,1,1,9,1
24,9,11,1,1,9,1
25,10,12,1,1,10,1
26,11,9,1,1,11,1
27,11,10,1,1,11,1
28,11,13,1,1,11,1
29,12,7,1,1,12,1
30,12,10,1,1,12,1
31,12,20,1,1,12,1
32,13,11,1,1,13,1
33,14,15,1,1,14,1
34,15,14,1,1,15,1
35,15,16,1,1,15,1
36,15,31,1,1,15,1
37,15,74,1,1,15,1
38,15,75,1,1,15,1
39,16,4,1,1,16,1
40,16,15,1,1,16,1
41,17,252,1,1,17,1
42,18,3,1,1,18,1
43,19,13,1,1,19,1
44,19,20,1,1,19,1
45,19,21,1,1,19,1
46,19,26,1,1,19,1
47,20,18,1,1,20,1
48,20,19,1,1,20,1
49,20,23,1,1,20,1
50,21,19,1,1,21,1
51,22,21,1,1,22,1
52,22,24,1,1,22,1
53,23,20,1,1,23,1
54,23,22,1,1,23,1
55,23,231,1,1,23,1
56,23,254,1,1,23,1
57,24,25,1,1,24,1
58,25,26,1,1,25,1
59,26,19,1,1,26,1
60,26,25,1,1,26,1
61,27,32,1,1,27,1
62,27,34,1,1,27,1
63,27,35,1,1,27,1
64,28,27,1,1,28,1
65,28,36,1,1,28,1
66,29,30,1,1,29,1
67,29,60,1,1,29,1
68,29,63,1,1,29,1
69,30,29,1,1,30,1
70,30,73,1,1,30,1
71,31,43,1,1,31,1
72,31,74,1,1,31,1
73,31,75,1,1,31,1
74,32,27,1,1,32,1
75,32,31,1,1,32,1
76,32,37,1,1,32,1
77,33,255,1,1,33,1
78,34,31,1,1,34,1
79,35,32,1,1,35,1
80,35,36,1,1,35,1
81,35,43,1,1,35,1
82,36,16,1,1,36,1
83,36,28,1,1,36,1
84,36,33,1,1,36,1
85,36,35,1,1,36,1
86,36,40,1,1,36,1
87,37,32,1,1,37,1
88,37,38,1,1,37,1
89,37,42,1,1,37,1
90,37,46,1,1,37,1
91,38,41,1,1,38,1
92,38,256,1,1,38,1
93,39,38,1,1,39,1
94,40,36,1,1,40,1
95,40,68,1,1,40,1
96,41,38,1,1,41,1
97,41,92,1,1,41,1
98,43,35,1,1,43,1
99,43,44,1,1,43,1
100,43,257,1,1,43,1
101,44,35,1,1,44,1
102,44,43,1,1,44,1
103,44,45,1,1,44,1
104,45,44,1,1,45,1
105,45,48,1,1,45,1
106,46,47,1,1,46,1
107,47,38,1,1,47,1
108,47,46,1,1,47,1
109,48,45,1,1,48,1
110,48,49,1,1,48,1
111,48,258,1,1,48,1
112,49,48,1,1,49,1
113,49,50,1,1,49,1
114,49,259,1,1,49,1
115,50,51,1,1,50,1
116,52,39,1,1,52,1
117,52,54,1,1,52,1
